ITEM CODE,YEAR,MONTH,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
306510,8068,36,2.38,1.0,38.0
306514,2017,8,7.22,5.0,2.0
306585,18155,64,28.72,27.0,59.0
306611,2018,1,0.08,1.0,1.0
306660,18155,64,341.87999999999994,374.51,186.0
306671,2018,1,0.66,2.0,1.0
306681,2017,12,0.16,0.0,2.0
306715,12104,41,4.27,5.0,16.0
306804,2017,11,0.08,0.0,1.0
306808,6053,15,2.46,4.0,24.0
306810,8070,19,2.9800000000000004,2.0,10.0
306812,6053,14,0.64,1.0,23.0
306841,6051,33,1.96,2.0,59.0
306851,2017,5,0.17,0.0,1.0
306876,6052,20,2.62,12.0,9.0
306923,2017,8,0.17,0.0,1.0
306939,2018,2,0.64,1.0,4.0
307021,4034,18,0.16,0.0,2.0
307051,12104,35,4.39,2.0,11.0
307126,16138,54,24.060000000000002,18.0,28.0
307131,8068,35,1.32,1.0,39.0
307135,2017,5,0.66,0.0,2.0
307143,16138,59,23.63,22.0,50.0
307147,2017,9,0.08,0.0,1.0
307170,6051,28,0.88,0.0,11.0
307177,16138,52,25.040000000000003,24.0,19.0
307222,2018,2,0.25,0.0,1.0
307264,14121,47,24.38,27.0,7.0
307273,2018,2,0.88,0.0,1.0
307283,8068,34,0.8999999999999999,0.0,16.0
307285,2017,5,0.32,0.0,3.0
307312,2018,2,0.17,0.0,1.0
307314,4034,16,0.98,1.0,3.0
307323,18155,64,64.85,57.84,138.0
307344,4034,11,1.02,0.0,7.0
307350,4035,10,5.91,0.0,5.0
307355,12104,33,14.280000000000001,2.0,8.0
307417,6051,33,0.8,1.0,6.0
307426,18155,64,38.2,38.5,87.0
307479,2018,1,0.41,0.0,1.0
307501,14120,54,4.8,2.92,126.0
307505,18155,64,64.15,61.92,44.0
307507,16138,52,18.12,15.84,17.0
307511,16138,54,29.000000000000004,22.0,18.0
307514,12104,45,1.13,0.0,8.0
307542,8070,16,0.65,0.0,18.0
307558,18155,64,108.94999999999999,110.5,117.0
307561,2017,10,0.08,0.0,1.0
307618,12103,48,14.569999999999999,16.0,8.0
307622,18155,64,249.01999999999998,264.51,265.0
307633,10087,36,3.13,5.0,24.0
3077,2017,8,3.0,0.0,148.0
307740,14119,61,22.09,16.0,65.0
307743,18155,64,67.55,69.0,109.0
307787,10086,39,6.89,3.0,7.0
307789,8068,37,11.02,10.0,4.0
307818,2017,8,0.08,0.0,2.0
307822,4034,19,1.22,1.0,3.0
307831,14121,49,12.840000000000002,9.0,14.0
30788,10085,38,85.53999999999999,90.0,350.0
307882,2017,5,1.53,2.0,1.0
30790,18155,64,26.99,28.0,299.0
307901,18155,64,344.28999999999996,357.17,117.83
30791,18155,64,43.99,46.0,453.0
307920,4034,21,0.72,0.0,3.0
307930,14120,57,3.9099999999999997,1.0,11.0
30795,6051,27,31.75,37.0,105.0
30796,14121,53,28.15,35.0,561.0
307970,2017,9,0.16,0.0,1.0
307986,8068,41,4.9,5.0,43.75
30799,18155,64,112.5,119.0,347.0
308013,2017,12,0.56,0.0,1.0
308019,6052,23,0.24,0.0,5.0
308024,8068,39,4.75,2.0,7.0
308068,4034,15,0.65,0.0,5.0
308073,8070,24,2.36,1.0,4.0
30808,2017,5,0.86,0.0,68.0
30810,18155,64,313.49,314.0,1763.25
308113,8069,30,2.76,7.0,19.0
308150,18155,64,38.99,48.0,28.0
30822,8068,33,4.0,6.0,7.0
308235,6053,15,2.71,3.0,45.0
30824,2017,5,0.25,1.0,2.0
30827,18155,64,156.64,164.0,643.75
30828,6051,19,6.0,5.0,143.0
30830,2017,5,0.08,0.0,2.0
308310,16138,56,2.94,2.0,50.0
30832,18155,64,250.60000000000002,268.0,1257.25
30834,18155,64,117.57999999999998,134.0,250.75
30835,2017,5,0.75,0.0,85.0
308350,6052,22,3.4299999999999997,4.0,4.0
308354,6051,29,1.6800000000000002,0.0,28.0
30836,12102,49,11.77,10.0,115.0
30837,6051,19,21.990000000000002,24.0,185.75
308390,2017,9,0.16,0.0,3.0
308406,8069,28,2.05,4.0,14.0
30843,14121,53,11.75,10.0,94.75
30846,18155,64,64.75,67.0,272.0
308482,18155,64,164.38,168.92000000000002,139.0
30849,18155,64,60.92,48.0,529.0
3085,18155,64,876.54,934.96,13781.67
308510,2017,5,0.17,0.0,1.0
308517,4035,8,5.4,5.0,2.0
308519,2017,12,0.16,2.0,6.0
30854,14121,53,85.0,85.0,2406.5
308544,12103,51,5.17,6.0,6.0
30857,18155,64,322.57,327.0,713.0
308588,4034,14,4.19,2.0,2.0
308592,10085,47,1.13,-0.08,7.0
308630,6052,23,0.56,4.0,3.0
308651,12103,49,2.68,4.0,14.0
30868,4034,11,12.25,17.0,117.0
308684,18155,64,23.610000000000003,23.0,139.0
30872,18155,64,269.33,287.0,1477.0
308735,2017,9,0.17,0.0,1.0
308741,4034,23,0.8,0.0,2.0
308750,4034,17,0.8,0.0,3.0
308765,2017,5,1.53,0.0,1.0
30877,2017,5,0.86,0.0,1.0
30879,12102,49,31.0,29.0,107.5
308793,14119,61,19.39,6.33,123.92
30881,18155,64,155.5,168.0,581.0
308839,2017,5,0.83,0.0,4.0
30884,18155,64,76.91,92.0,281.0
30885,18155,64,42.5,39.0,339.5
30887,4036,3,1.87,4.0,17.0
308877,18155,64,274.55,289.59000000000003,103.0
30888,4036,3,6.0,6.0,99.0
308919,12104,32,11.33,20.0,11.0
308977,18155,64,54.019999999999996,46.92,105.0
309059,2017,12,2.34,0.0,2.0
309060,4035,14,5.2,9.0,3.0
309071,18155,64,46.3,45.0,62.0
309084,18155,64,58.8,62.0,159.0
309089,14119,61,9.4,6.0,61.0
309096,6051,26,12.96,13.0,3.0
309105,12104,37,79.74000000000001,74.0,13.0
309113,12104,38,32.58,36.92,15.0
309200,12102,56,1.0499999999999998,0.0,9.0
309207,18155,64,29.36,32.0,71.0
309220,2017,11,0.17,0.0,1.0
309223,10086,39,4.35,6.0,18.0
309232,6052,13,5.99,7.0,4.0
309238,10086,43,21.009999999999998,25.0,13.0
309292,6051,27,0.49,0.0,3.0
309298,14119,61,24.33,22.0,70.0
3093,18155,64,17.58,21.0,1011.0
309323,6053,14,0.91,1.0,7.0
309325,16138,58,5.1,5.0,24.0
309402,18155,64,77.80000000000001,75.83,57.0
309406,18155,64,212.97,226.92000000000002,180.92000000000002
309410,18155,64,220.45999999999998,241.92000000000002,123.0
309443,8068,40,0.48,0.0,11.0
309483,2017,10,0.4,6.0,1.0
309626,2017,11,0.57,0.0,1.0
309791,18155,64,348.68,353.17,80.0
309840,16138,58,15.48,11.0,48.0
309843,18155,64,5.49,4.0,49.0
309854,4036,3,0.24,0.0,2.0
309894,2018,1,0.08,0.0,5.0
309916,8070,19,57.2,69.67,9.0
30996,18155,64,64.8,61.0,43.0
309975,4034,20,1.55,0.0,4.0
310001,8068,36,1.8599999999999999,0.0,5.0
310003,2017,12,0.83,0.0,1.0
310005,2017,5,0.08,0.0,1.0
310007,2018,1,0.24,0.0,1.0
310018,10086,37,4.7,5.0,13.0
310048,2017,8,0.41,0.0,1.0
310059,2017,11,0.72,0.0,1.0
310070,6052,22,0.98,0.0,11.0
310078,10086,32,7.089999999999999,4.0,7.0
310098,16138,58,47.08,45.92,31.0
310104,10086,35,1.7,1.0,9.0
310155,14119,61,9.450000000000001,7.0,104.0
310170,2017,9,0.25,0.0,1.0
310194,18155,64,68.74,73.66,175.0
310243,10086,34,5.1000000000000005,5.0,15.0
310250,6052,25,0.8300000000000001,2.0,39.0
310252,14119,61,10.620000000000001,7.0,234.0
310254,6051,19,1.02,0.0,6.0
310258,18155,64,76.43,81.92,100.92
310266,4035,7,1.08,1.0,10.0
310291,18155,64,58.55,52.0,39.0
310299,6051,24,0.32,0.0,5.0
310304,10085,48,2.22,2.0,5.0
310306,10085,40,2.2199999999999998,2.0,11.0
310314,4036,3,0.5800000000000001,1.0,26.0
310315,6051,29,0.5700000000000001,0.0,28.92
310326,14121,50,6.9,5.5,27.0
310331,2017,12,0.34,0.0,1.0
310357,18155,64,3.1300000000000003,3.0,41.0
310366,6051,24,1.81,2.0,8.0
310370,6052,22,1.9599999999999997,1.0,4.0
31038,2017,8,0.8,-0.08,1.0
310398,18155,64,21.16,15.0,86.0
310410,8068,42,3.5,2.0,117.75
310439,4034,13,0.81,0.0,2.0
31046,16138,55,35.89,30.83,26.0
31051,8068,42,12.0,17.0,388.5
310514,2017,12,0.08,0.0,1.0
31052,4034,11,6.75,4.0,31.0
31053,16137,62,26.25,26.0,471.0
31054,18155,64,113.78999999999999,116.0,94.0
310560,6051,23,1.55,0.0,3.0
31057,18155,64,20.36,25.96,353.5
31058,18155,64,15.5,14.0,231.0
310589,4035,8,0.32,2.0,2.0
310611,12104,45,13.219999999999999,30.0,164.0
31064,18155,64,22.0,22.0,187.0
310665,4034,11,1.23,0.0,3.0
310698,4034,17,0.66,1.0,2.0
310727,4034,20,0.33,1.0,2.0
310734,4036,3,0.73,0.0,2.0
310751,10086,43,9.520000000000001,10.0,43.0
310778,12102,50,7.4399999999999995,13.0,9.0
310791,18155,64,30.69,33.0,164.0
310813,2017,11,0.32,0.0,1.0
310831,6051,25,5.0600000000000005,10.83,4.0
310839,4034,18,0.4,0.0,2.0
31085,18155,64,83.0,75.0,437.0
310862,16138,59,6.569999999999999,4.0,68.0
310864,18155,64,14.699999999999998,8.67,152.82999999999998
310880,18155,64,28.9,28.83,35.0
310907,10086,36,1.15,0.0,5.0
310909,10085,46,7.42,10.83,5.0
310917,6052,13,0.7299999999999999,1.0,5.0
31092,18155,64,233.79000000000002,267.0,579.0
310933,2017,6,0.08,0.0,1.0
310935,8068,38,2.19,0.0,5.0
31095,18155,64,27.75,32.0,225.0
310955,10085,46,1.2000000000000002,0.0,7.0
31098,14121,49,217.04000000000002,246.0,833.0
31100,2018,1,2.83,3.0,1.0
311005,2017,5,0.08,0.0,2.0
311021,6051,25,0.88,1.0,3.0
31105,18155,64,107.82,117.0,713.75
311069,4036,3,3.0199999999999996,3.0,4.0
311073,8068,40,41.24,54.84,15.0
311089,2017,8,0.48,2.0,1.0
31109,16138,59,62.5,66.0,2208.0
311120,2017,11,13.04,9.0,1.0
311122,4036,3,1.88,0.0,3.0
311123,16138,55,100.38,105.0,105.0
31115,18155,64,9.5,11.0,207.0
31116,18155,64,284.7,285.0,600.0
31117,2017,5,1.0,0.0,1.0
311192,18155,64,96.75,102.92,60.0
31123,18155,64,154.56,159.0,743.5
311255,8068,28,2.64,0.0,4.0
311262,14121,47,1.79,1.0,13.0
311297,8070,26,1.85,5.0,19.0
311315,4036,3,2.02,2.0,6.0
311326,6051,32,0.8,0.0,31.0
311330,4034,20,0.57,0.0,9.0
311341,18155,64,7.3500000000000005,9.0,38.0
31135,6051,27,0.89,0.0,5.0
311356,6051,20,15.43,19.83,11.0
311369,6051,22,2.6799999999999997,1.0,4.0
311375,14119,61,48.339999999999996,42.0,19.0
311407,8068,31,0.4,0.0,5.0
31149,4036,3,4.5,16.0,147.0
311494,2017,11,0.08,0.0,1.0
311544,10087,35,12.41,12.0,9.0
311589,10086,40,6.33,7.0,12.0
31160,18155,64,49.0,47.0,251.5
31165,18155,64,19.5,22.0,87.0
311653,10087,32,2.29,3.0,7.0
311665,4035,13,0.34,1.0,7.0
31167,18155,64,135.54,134.0,343.0
31169,10087,32,8.0,10.0,208.6
31172,18155,64,65.45,68.0,131.0
31174,18155,64,108.25,112.0,351.0
31175,12102,49,52.25,43.0,226.75
31176,4034,11,23.5,28.0,24.0
311827,10085,45,0.4,0.0,15.0
311836,4034,17,0.34,0.17,47.0
311837,10086,39,4.9399999999999995,3.0,27.0
311849,10086,40,2.65,3.0,37.0
311870,2017,9,0.08,0.0,1.0
311892,18155,64,97.26,84.33,66.83
311902,14121,53,9.05,9.92,61.0
311906,8068,38,0.65,0.0,11.0
311908,14121,53,8.07,8.0,60.0
311934,10085,45,14.82,6.0,28.0
311955,8070,23,2.3,3.0,12.0
311962,6052,15,0.5700000000000001,0.0,5.0
312030,8070,26,0.9,3.0,18.0
312033,2017,10,0.25,0.0,1.0
312075,2017,11,0.08,0.0,1.0
312081,2017,6,1.22,0.0,6.0
312177,2017,8,1.19,1.0,1.0
312183,12102,55,5.42,5.0,27.0
312196,4034,18,2.44,3.0,3.0
312197,6052,24,1.65,1.0,4.0
312211,10087,28,8.26,14.0,9.0
312219,18155,64,13.8,14.0,39.0
312241,6051,32,9.02,6.0,9.0
312258,14120,54,19.42,18.0,19.0
312294,12102,52,2.29,2.0,7.0
312296,12103,48,11.380000000000003,19.0,8.0
312298,18155,64,696.81,717.01,260.34000000000003
312325,4034,22,2.23,2.0,5.0
312353,10085,40,6.29,6.0,32.92
312368,16138,58,5.859999999999999,2.0,27.0
312370,16138,59,2.0300000000000002,1.75,55.92
312392,4034,11,0.16,0.0,13.0
312429,8068,28,13.2,16.0,18.0
312458,6053,15,0.81,2.0,16.0
312461,4035,7,0.49,0.0,7.0
312498,18155,64,79.77000000000001,79.0,155.0
312519,18155,64,171.17000000000002,186.92000000000002,254.92000000000002
312523,6052,13,15.680000000000001,35.92,60.92
312528,6051,22,0.82,1.0,5.0
312532,4034,11,0.24,0.0,4.0
312556,8069,31,3.54,6.0,5.0
312580,18155,64,225.48999999999998,261.0,90.0
312650,2018,1,0.16,0.0,1.0
312669,2017,10,0.08,0.0,3.0
312685,18155,64,43.769999999999996,38.51,51.0
312703,6051,19,1.6300000000000001,0.0,8.0
312716,12103,45,17.41,8.0,9.0
31275,2017,12,7.01,3.0,1.0
312788,2018,2,0.24,0.0,3.0
312845,6052,20,1.35,2.83,8.0
312895,18155,64,22.650000000000002,23.0,45.0
312907,2017,6,0.33,0.0,1.0
312917,18155,64,12.18,5.92,20.0
312930,18155,64,75.77999999999999,67.0,115.0
312932,8070,26,6.789999999999999,13.0,24.0
31294,18155,64,19.979999999999997,14.58,65.92
312944,14119,61,25.040000000000003,21.0,19.0
312990,4034,16,4.08,0.0,3.0
312992,10087,36,38.94,43.84,26.0
312995,6052,25,1.29,0.0,3.0
312996,10087,36,41.55,50.0,55.0
312997,4036,3,0.56,0.0,3.0
312999,10087,36,7.960000000000001,12.0,25.0
313021,6053,15,1.7699999999999998,5.0,16.0
313023,2017,5,6.47,4.0,3.0
313028,2017,5,1.74,0.0,3.0
313089,16137,62,20.82,20.0,198.0
313102,2017,6,0.16,0.0,7.0
313110,8068,33,1.6800000000000002,1.0,10.0
313119,2017,10,0.24,2.0,2.0
31313,2018,2,1.53,0.0,2.0
313194,10085,40,1.6300000000000001,0.0,7.0
313198,18155,64,64.84,57.0,49.83
313221,2017,6,0.24,0.0,4.0
313326,2017,10,0.16,1.0,1.0
313331,8069,35,0.98,0.0,7.0
313336,4034,14,0.48,0.0,2.0
313358,2017,6,0.16,0.0,1.0
313382,2017,5,0.73,0.0,1.0
313421,18155,64,12.069999999999999,13.0,26.83
313423,2018,2,0.72,0.0,1.0
313427,10086,37,6.359999999999999,9.0,18.0
313444,2018,2,0.16,0.0,3.0
313456,2017,9,0.08,1.0,1.0
31348,8069,33,8.99,6.0,10.0
313493,6051,22,0.49,0.0,7.0
313495,12104,45,3.88,5.0,30.0
313499,4034,14,0.48,0.0,5.92
313526,4034,14,0.48,0.0,6.0
313530,4035,6,2.33,1.0,26.0
313550,2018,2,1.94,16.0,2.0
313556,4036,3,0.16,1.0,4.0
31356,2017,9,0.68,1.0,1.0
313613,16137,62,38.459999999999994,36.67,22.0
313629,16138,58,3.02,2.0,25.0
313631,6052,15,9.48,2.0,3.0
313640,8069,34,1.5699999999999998,2.0,4.0
313642,16137,62,118.44999999999999,123.83,32.0
313667,18155,64,51.050000000000004,62.92,41.0
313762,12103,52,3.75,2.0,17.0
313771,8068,39,23.95,33.0,6.0
313809,2017,5,0.16,0.0,2.0
313867,18155,64,20.12,22.0,91.83
313871,16138,52,17.05,16.92,34.0
313878,2017,10,0.34,0.0,1.0
313883,18155,64,33.9,40.0,20.92
313885,18155,64,74.47,72.0,51.0
313886,2017,5,0.08,1.0,1.0
313937,2018,2,0.49,0.0,1.0
313942,8069,30,1.06,1.0,4.0
313967,18155,64,253.60999999999999,263.41999999999996,755.9200000000001
313969,18155,64,444.03999999999996,434.83,926.83
313972,18155,64,261.47999999999996,258.15999999999997,520.66
313978,18155,64,35.47,39.92,89.0
313988,6053,15,10.05,9.0,14.0
313992,12103,52,53.599999999999994,70.95,17.0
3140,18155,64,207.35,238.0,463.46000000000004
314004,2018,1,0.4,2.0,1.0
314006,14121,48,55.449999999999996,75.92,106.0
314007,4034,21,7.6899999999999995,16.92,6.0
314009,14121,53,68.36,95.92,33.0
314079,4034,18,0.75,0.0,3.0
314082,4035,11,1.58,-0.33,2.0
31410,4034,21,3.5300000000000002,4.0,4.0
314111,14121,43,19.02,34.0,19.0
314142,2017,5,0.16,0.0,5.0
314182,18155,64,11.94,14.0,27.0
314243,12102,51,2.5500000000000003,0.0,15.0
31427,2017,12,1.0,4.0,12.0
314284,2018,2,0.08,0.0,7.0
314322,14121,47,19.76,17.5,12.0
314379,8068,35,4.13,3.0,9.0
314381,2017,8,0.17,0.0,1.0
314578,2017,8,0.33,0.0,1.0
314711,4034,11,0.74,-2.0,4.0
314713,8068,42,4.24,5.0,30.0
314825,6052,18,1.36,0.0,3.0
314862,18155,64,6.1899999999999995,1.0,42.0
314915,14119,61,17.32,14.0,39.0
315087,4034,16,4.05,5.0,2.0
315153,4034,23,0.8500000000000001,0.0,8.0
31534,2017,9,0.16,0.0,1.0
315375,8069,26,4.090000000000001,4.0,6.0
315377,4034,19,1.04,1.0,2.0
315396,16138,58,10.809999999999999,5.0,54.0
315399,18155,64,8.309999999999999,5.0,24.0
315404,18155,64,13.02,13.0,34.0
315414,10087,36,11.41,13.92,9.0
315416,4034,17,0.97,0.0,2.0
315427,18155,64,9.480000000000002,10.5,36.5
315484,2018,1,0.97,1.0,4.0
315607,2017,6,0.16,0.0,1.0
315623,2018,1,0.08,0.0,1.0
315746,4034,14,0.24,0.0,3.0
315756,18155,64,4.31,5.0,38.0
31577,8068,31,3.18,4.0,4.0
315802,14119,61,6.41,4.0,52.92
315804,16138,53,1.52,0.0,17.0
315839,4035,13,1.1600000000000001,0.0,2.0
315987,2017,11,0.67,0.0,1.0
316004,14121,48,3.6300000000000003,1.0,24.0
316147,18155,64,35.21,41.0,68.0
316166,4034,15,0.33,0.0,2.0
316172,2017,11,4.09,5.0,4.0
316223,2018,2,0.17,0.83,15.0
316262,18155,64,177.31,176.92000000000002,317.0
316291,4034,11,0.41000000000000003,0.0,7.0
316397,4035,13,2.3499999999999996,1.0,20.0
31658,18155,64,107.03999999999999,101.84,46.0
316584,4034,13,0.82,1.0,9.0
316596,4036,3,0.48,0.0,3.0
3166,18155,64,41.25,39.0,187.75
316623,18155,64,7.8100000000000005,6.0,20.0
316655,4034,23,0.66,0.0,2.0
316685,14120,50,6.790000000000001,6.0,26.0
316751,14121,50,1.96,2.0,24.0
316759,2018,2,0.08,0.0,1.0
316815,10085,39,3.8,4.0,8.0
316910,2018,1,0.17,1.0,2.0
316915,18155,64,43.209999999999994,44.83,81.0
316919,4034,22,0.33,1.0,9.0
317022,14119,61,4.81,3.08,57.0
317057,2017,5,0.49,0.0,1.0
317066,4034,18,0.8500000000000001,0.0,2.0
317169,16138,52,3.5600000000000005,2.0,61.0
317184,18155,64,33.510000000000005,25.0,57.0
317233,6051,28,6.49,3.0,46.92
317249,6052,17,0.49000000000000005,0.0,4.0
317276,10087,32,1.7,2.0,7.0
317393,12102,55,20.400000000000006,21.0,45.0
317431,12104,40,6.4399999999999995,4.0,11.0
317449,2018,2,0.17,0.0,1.0
317478,18155,64,123.69,116.0,41.0
317488,2017,5,0.08,0.0,1.0
317489,16138,55,28.97,34.0,28.0
317503,6052,19,2.02,1.0,4.0
317526,16138,54,1.2200000000000002,0.0,12.0
317608,14119,61,18.8,7.0,55.0
317696,2017,11,0.67,0.0,2.0
317752,2017,5,0.08,1.0,7.0
317936,2017,5,0.08,0.0,1.0
317969,10085,46,2.21,3.92,8.0
317973,16138,56,3.53,6.0,80.0
317978,4036,3,0.8999999999999999,1.0,2.0
318017,8068,37,0.97,1.0,12.0
318069,12104,35,7.8100000000000005,17.0,19.0
318073,16138,58,56.54,70.0,30.0
318115,16138,59,7.19,5.0,63.84
318182,4034,23,0.5599999999999999,0.0,2.0
318185,6052,15,0.4,1.0,3.0
318192,4035,13,0.49,1.0,7.0
318193,18155,64,7.5200000000000005,1.0,39.0
318209,4034,18,1.17,0.0,2.0
318246,14121,45,6.289999999999999,16.0,62.0
318264,6051,24,0.41000000000000003,0.0,7.0
31828,18155,64,268.27,270.65999999999997,10.0
318337,18155,64,3.26,5.0,37.0
318440,8068,35,1.3599999999999999,3.0,25.0
318478,8069,30,0.48,0.0,8.0
318580,12102,49,6.289999999999999,2.0,12.0
318582,18155,64,95.91999999999999,86.92,41.0
318587,18155,64,109.15,113.0,129.92000000000002
318589,14119,61,17.92,17.0,101.0
318609,14121,53,2.7700000000000005,3.0,15.0
318633,18155,64,25.449999999999996,27.42,166.92000000000002
318635,14119,61,3.12,0.0,70.0
318665,4035,8,0.8099999999999999,0.0,4.0
318691,4034,14,0.16,0.0,2.0
318694,2017,8,0.16,0.0,1.0
318752,6051,22,1.81,2.0,11.0
318813,4034,21,0.4,0.0,8.0
318831,2017,6,0.24,0.0,1.0
318836,2017,11,1.06,3.0,1.0
318838,2017,5,0.58,0.0,2.0
318858,8068,33,3.92,5.0,22.0
318913,2017,5,0.16,0.0,1.0
318942,10087,36,6.04,15.0,17.0
319036,16138,52,5.75,8.0,59.0
319041,2017,10,0.16,0.0,1.0
319051,16137,63,18.389999999999997,14.5,83.67
319073,4034,14,0.74,0.0,2.0
319161,6051,19,0.4,0.0,4.0
319259,2017,5,1.35,13.0,1.0
319262,18155,64,9.319999999999999,5.0,175.0
319292,4034,21,0.24,0.0,2.0
31941,8068,32,5.859999999999999,5.0,18.0
319459,4034,17,0.5700000000000001,1.0,2.0
319470,2017,12,0.17,0.0,1.0
319475,12102,52,1.51,0.0,29.0
319597,2018,1,0.64,0.0,1.0
319630,4034,14,9.16,6.0,4.0
319632,2017,8,0.48,0.0,1.0
319652,2017,9,0.08,0.0,3.0
319659,18155,64,29.939999999999998,29.0,56.0
319713,12104,36,2.0300000000000002,2.0,19.0
319727,14120,52,3.48,2.0,19.0
319729,12102,49,33.66,38.0,15.0
319749,12102,52,14.510000000000002,9.0,7.92
319751,2017,6,0.25,0.0,1.0
319764,4035,12,10.67,11.98,2.0
319771,12102,56,16.57,14.0,10.0
319834,16138,54,3.6500000000000004,1.0,23.0
319899,18155,64,85.63000000000001,94.0,74.0
32000,18155,64,167.23000000000002,172.42000000000002,109.0
320020,2017,8,0.32,0.0,1.0
320025,18155,64,37.04,34.0,39.83
320041,10086,36,1.8900000000000001,0.0,5.0
320096,8069,26,1.36,2.0,5.0
320125,10087,34,3.52,2.0,63.0
32018,18155,64,265.17,280.0,19.0
32026,2018,2,66.55,67.0,1.0
320302,4034,17,20.16,16.33,3.0
320321,2017,12,0.5,0.0,16.0
32042,6052,20,38.11,36.5,3.0
320426,18155,64,30.629999999999995,28.0,27.0
320464,10087,31,3.67,9.0,18.0
32050,2018,1,4.6,3.0,1.0
320500,8069,28,1.88,7.0,6.0
320589,2017,12,0.74,0.0,7.0
320643,16138,59,3.98,4.0,51.0
32077,16138,53,474.09000000000003,496.01,35.0
320838,2018,2,0.25,0.0,1.0
32085,16138,58,430.17,461.75,27.92
320868,2017,5,0.08,0.0,13.0
320886,8069,24,0.9100000000000001,0.0,6.0
320997,6051,26,0.41000000000000003,0.0,4.0
320999,16137,63,13.6,12.0,183.0
321004,6051,23,1.29,0.0,13.0
321017,6052,19,0.98,0.0,4.0
321057,4034,11,0.16,0.0,4.0
321087,16138,55,4.540000000000001,5.0,14.0
321215,18155,64,169.0,154.0,41.0
32123,18155,64,468.80000000000007,480.44000000000005,178.0
321307,18155,64,20.720000000000002,28.0,38.92
32131,18155,64,78.65,77.82,21.0
321359,2017,5,0.41,1.0,1.0
321371,2017,11,0.08,0.0,1.0
321392,6053,15,1.7000000000000002,4.0,7.0
32140,12103,45,610.4200000000001,607.33,8.0
321516,18155,64,5.86,5.0,24.0
321519,6053,15,1.5499999999999998,1.0,4.0
321565,6051,33,3.86,6.0,3.0
321567,4034,19,0.16,0.0,4.0
321575,10085,43,2.12,1.0,8.0
32158,2017,5,3.0,2.0,1.0
321608,6051,19,0.73,0.0,19.0
321659,18155,64,54.260000000000005,48.0,34.0
32166,8069,29,416.02,411.65999999999997,5.0
321663,8069,22,2.99,1.0,5.0
321677,4035,11,0.73,0.0,4.0
321698,16138,59,3.19,4.0,28.0
32174,12103,44,26.77,17.0,12.0
321806,18155,64,29.049999999999994,36.0,160.0
321808,18155,64,33.68,42.5,169.0
321828,18155,64,39.86,41.0,44.0
321870,4034,13,2.1799999999999997,3.0,2.0
321879,18155,64,64.61999999999999,61.25,106.92
321881,18155,64,198.97000000000003,209.17000000000002,142.0
321883,18155,64,79.33000000000001,80.0,135.0
321886,18155,64,198.59,198.0,180.0
32190,18155,64,105.75,106.0,44.0
321912,14121,53,14.84,17.0,22.0
321925,16138,53,11.260000000000002,15.0,42.0
321975,12102,49,2.6799999999999997,0.16000000000000006,14.0
322005,4035,6,4.06,0.0,2.0
322039,8068,42,22.59,23.0,216.0
32204,16137,62,24.279999999999998,12.0,79.0
322045,16138,56,70.96000000000001,73.92,29.0
322084,2018,1,0.5,0.0,1.0
322118,4034,23,0.57,0.0,2.0
32212,2017,12,0.33,0.0,1.0
322120,2017,6,5.72,4.0,3.0
322123,16138,59,3.35,1.0,30.0
322124,2017,11,0.34,1.0,1.0
322138,10086,32,3.1999999999999997,3.0,7.0
322140,6051,29,1.12,0.0,3.0
322145,16138,59,41.4,52.0,29.0
322146,2017,5,0.08,0.0,3.0
322151,6052,16,1.31,1.0,6.0
322154,2017,5,0.17,0.0,1.0
322168,2017,11,0.08,0.0,4.0
322177,2017,6,0.08,0.0,4.0
322186,8068,32,1.31,0.0,7.0
322188,2017,11,0.08,0.0,1.0
322198,2017,6,1.35,0.0,1.0
322312,2018,2,0.17,0.0,1.0
322322,16137,62,20.39,10.0,30.0
322348,16137,62,7.11,5.0,185.0
322379,2018,1,0.08,0.0,1.0
322390,2017,5,0.4,0.0,3.0
322405,14121,48,3.58,7.0,28.0
322428,4034,11,7.119999999999999,1.0,4.0
322433,4034,15,1.1400000000000001,4.0,2.0
322463,16138,59,129.72,119.0,21.0
322479,2017,6,0.08,0.0,1.0
322555,14119,61,6.47,5.0,147.0
322563,2017,10,0.33,0.0,13.0
322619,4034,14,11.89,6.0,4.0
32263,16138,55,16.7,9.0,13.0
322681,16137,62,13.17,4.0,15.0
322695,4035,7,0.67,2.0,2.0
322701,4034,17,0.32,0.0,5.0
322759,12104,34,1.46,2.0,11.0
322768,12103,47,21.76,22.0,15.0
322810,16138,52,3.7100000000000004,3.0,27.0
322824,10085,44,11.700000000000001,8.0,18.0
322866,4036,3,1.2999999999999998,0.0,4.0
322923,12102,56,9.31,5.0,29.0
322925,2017,12,0.16,0.0,3.0
322940,2017,11,0.5,0.0,1.0
322942,4034,21,0.32,0.0,4.0
32298,18155,64,24.68,29.0,37.0
323042,14121,51,12.7,10.0,12.0
323076,12104,45,15.220000000000002,6.0,143.0
323186,2017,11,1.3,0.0,1.0
323191,8068,33,1.1400000000000001,12.0,6.0
323196,8070,26,1.54,2.0,5.0
323227,14121,47,9.680000000000001,11.0,31.0
323301,6052,17,0.5,0.92,4.0
323303,16137,63,7.42,3.0,39.0
323305,16138,56,9.31,5.0,34.0
323348,4034,23,0.57,0.0,3.0
